년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20170928	볼빨간사춘기	Blue	female	"인디음악, 포크/블루스"	10	안지영	안지영	쇼파르뮤직	음음음음음 yeah 음음음음음 So blue blue blue blue blue yeah blue blue blue blue blue 지금 내 맘의 색깔은 blue 기분이 별로 안 좋아 알잖아 나 좀 예민해 네게만 참 까다롭잖아 잘 지냈냐 물어보네 Do you 난 아냐 지금보다 조금 더 나아졌으면 해 미안해 미워해 조금은 좋아해 좀 야윈 모습이 안쓰럽기는 해도 나는 또 아직도 네 눈을 마주칠 수 없는 걸 넌 여전히 내가 참 미워 보이잖아 파랗게 blue blue 우리가 칠해지네 서로의 맘도 파랗게 멍들어갈 때 내 맘은 true true 너와 함께 있을 땐 사랑받던 모습이 그토록 아름다웠는데 음음음음음 yeah 음음음음음 So blue blue blue blue blue yeah blue blue blue blue blue 지금 내 맘의 색깔은 blue 기분이 별로 안 좋아 알잖아 나 좀 피곤해 네게만 참 까다롭잖아 잘 지냈냐 물어봐도 Do you 난 아냐 지금보다 조금 더 아파했으면 해 미안해 미워해 아직 널 좋아해 네 지친 모습이 안쓰럽기는 해도 나는 또 아직도 네 눈을 마주칠 수 없는 걸 넌 여전히 내가 참 미워 보이잖아 파랗게 blue blue 우리가 칠해지네 서로의 맘도 파랗게 멍들어갈 때 내 맘은 true true 너와 함께 있을 땐 사랑받던 모습이 그토록 아름다웠는데 미안해 미워해 조금은 좋아해 미안해 미워해 아직 널 좋아해 파랗게 blue blue 우리가 칠해지네 서로의 맘도 파랗게 멍들어갈 때 내 맘은 true true 너와 함께 있을 땐 사랑받던 모습이 그토록 아름다웠는데 음음음음음 yeah 음음음음음 So blue blue blue blue blue yeah blue blue blue blue blue
20170928	볼빨간사춘기	고쳐주세요	female	"인디음악, 포크/블루스"	28	바닐라맨 (바닐라어쿠스틱)	바닐라맨 (바닐라어쿠스틱)	쇼파르뮤직	기운이 하나도 없어 밥도 잘 넘어가질 않아 세상에서 젤 슬픈 얼굴로 거리를 걷고 머릿속에 먹구름이 좀처럼 해가 뜨질 않아 눈 밑이 점점 어두워져요 어떡해 나를 고쳐주세요 Make me love Make me love 환하게 웃어줄래요 너의 미소에 나의 하루가 밝아질 거에요 Let me love Let me love 날 좋아해줘요 온 세상이 아주 소중해질 거라구요 우 우 Oh make me love you 시간을 잡아두고 싶어 혼자선 하루가 아쉬워 지루해진 오후를 견디다 잠들긴 싫어 내 맘이 말라가고 있어 좀처럼 비가 오질 않아 눈빛이 점점 흐릿해져요 어떡해 나를 고쳐주세요 Make me love Make me love 환하게 웃어줄래요 너의 미소에 나의 하루가 밝아질 거에요 Let me love Let me love 날 좋아해줘요 온 세상이 아주 소중해질 거라구요 F i x me 구름 한점 없는 날의 des tiny 스물 하나 둘 셋 잡아주던가 그냥 보내주던가 애매한 상태니 속앓이 하는 상대 It’s me 단발머리 고집쟁이 나는 더운 여름에도 길게 해 한 발자국 더 나아 가려 해 너의 꿈에 Make me love Make me love 놀라지 말아줄래요 너의 꿈속에 몰래 들어가 기다릴 거에요 Let me love Let me love 날 좋아해줘요 내 모든 게 아주 새로워질 거라구요 우 우 Oh make me love you 우 우 Oh make me love you
20170928	볼빨간사춘기	상상	female	"인디음악, 포크/블루스"	30	낯선아이	낯선아이	쇼파르뮤직	지루해 혼자 집 지키는 강아지마냥 누가 오길 기다리고 귀 쫑긋 세우고 있는 것도 엎드려도 봤다가 소파에 기대어 보고 배경음악은 발자국 소리 왜인지는 모르지만 사실 알고 있지만 나는 아닌 척 그렇게 등 돌리다 남모르게 웃어 티 나게 고개를 돌린 날 아는데 왜 아무렇지 않아요 무심한 표정을 하는 넌 정말 아무렇지 않나요 물어볼 게 있어 나랑 얘기할래요 내일부터 손잡으면 안 돼요 난 말야 머릿속을 떠나지를 않았어 일기장도 모자라서 하루 온종일 생각했어 어두워진 지금이 몇 신지도 모를 만큼 배경음악은 발자국 소리 왜인지는 모르지만 사실 알고 있지만 나는 아닌 척 그렇게 등 돌리다 남모르게 웃어 티 나게 고개를 돌린 날 아는데 왜 아무렇지 않아요 무심한 표정을 하는 넌 정말 아무렇지 않나요 하루만 눈이 감기는 밤 꿈속에 내가 나오게 해줘요 무심한 표정을 하는 넌 나와 같은 생각하나요 물어볼 게 있어 나랑 얘기할래요 내일부터 손잡으면 안 돼요
20170929	펀치 (Punch)	밤이 되니까	female	R&B/Soul	23	지훈	로코베리	냠냠엔터테인먼트	오늘도 난 술을 마셔 우울하니까 네가 또 생각나니까 침대 위에 놓인 전활 꺼 둬야만 해 내일 후회할 것 같아서 찬 바람이 불어 오면 왠지 술 한 잔이 생각나 너도 옆에 있으면 좋겠어 파도처럼 내게 밀려와 나를 어지럽게 만드는 네가 오늘따라 더 생각이 나 alright 오늘도 난 술을 마셔 밤이 되니까 네가 또 생각나니까 침대 위에 놓인 전활 꺼 둬야만 해 내일 후회할 것 같아서 나에게 읽어 주던 시 너와 살던 집 모든 게 다 생각이 나 파란 지붕 밑 강이 보이는 곳 한강 위에 비친 달빛이 네가 있는 곳을 안다면 그곳을 비춰준다면 좋겠어 alright 시간은 저녁을 지나 긴 새벽인데 왜 자꾸 네가 생각나 쓸쓸한 네 빈자리가 날 외롭게 해 아직 많이 사랑하나 봐 아직은 힘들 것 같아 너의 번호를 지운단 건 너를 모두 지우는 것 같아서 오늘 밤은 너를 찾아가 이 말을 전하고 싶어 너를 정말 많이 사랑했다고 오늘도 난 술을 마셔 비가 오니까 네가 또 생각나니까 침대 위에 놓인 전활 꺼 둬야만 해 내일 후회할 것 같아서 이 밤에 술을 한 잔 하는 건 모두 그렇지만 나 결국 너를 잊을 걸 알면서도 헤어지려는 마음이 이렇게 슬프기 때문일까 내 탓일까 지금은 너도 혹시 내 생각 하다 잠 못 들지 않는지 너무나 보고 싶어 1분이라도 네가 또 보고 싶어 보고 싶어
20171010	뉴이스트 W	WHERE YOU AT	male	댄스	23	BUMZU	Royal Dive	플레디스 엔터테인먼트	WHERE YOU AT 네가 없는 사이에 그리워진 마음은 파랗게 또 멍들고 상처 난 마음은 아프지 않아서 고칠 생각 하지 않아 어렵사리 오늘 꿈에서라도 널 YAYAYA 세상 끝에서라도 널 YAYAYA 손을 마주잡을 수 있다면 내일이 없어도 난 괜찮아 YEH 이리저리 또 헤매고 널 찾아 너를 찾아서 뛰어봐도 내 방 안 원해 원해 원해 매일 더 너를 찾고 있는데 WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT 아무렇지 않아 아무렇지 않아 매일 나를 속이고 잊을 수 없다면 기억하고 싶어 너는 나의 한 조각 끝이 없이 좁은 터널 속에 갇힌 난 아무것도 보이지가 않는 내 맘은 점점 물든 기분 손을 뻗어 잡히지 않는다고 해도 이미 커져버린 넌 환상이래도 난 계속해서 쫓아 YEH 이리저리 또 헤매고 널 찾아 너를 찾아서 뛰어봐도 내 방 안 원해 원해 원해 매일 더 너를 찾고 있는데 WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT WHERE YOU AT 습관이란 게 무섭긴 한가 봐 눈만 뜨면 네 흔적부터 찾아 네 목소리를 잊고 싶지 않아서 마지막에 부른 내 이름을 따라 부른다 WHERE YOU AT WHERE YOU AT
20171011	다비치	나에게 넌	female	발라드	28	블랙아이드 필승	블랙아이드 필승	"Stone Music Entertainment, B2M Entertainment"	요즘에 이상해 솔직히 인정해 네가 보고픈 것 같아 놀라 더 숨기곤 해 잠을 뒤척이다 보니 벌써 새벽 몇 신지 또 제자리 또 그 마음 아침이면 괜찮겠지 뭐가 이렇게 어려울까 그냥 한 번은 전활 걸어볼까 혹시 넌 지금 뭐 할까 잠들어있을까 있잖아 lalala 내겐 아픈 기억이 아냐 넌 나에게 넌 얼마나 lalala 수많은 밤을 새우며 너를 사랑했을까 지금은 멀어졌어도 그 시간들이 다시 오진 않아도 네가 참 좋아하던 그 노래도 함께 보던 하늘도 남아있어 나에게 넌 정말 나 이상해 솔직히 미안 왜 이제 와 보고 싶을까 날 사랑해 사랑해 사랑해주던 그 기억이 기억이 날 움츠리게 해 비에 젖어 그럴 뿐이야 햇빛이 요즘 따라 좋아 괜히 그럴 뿐이야 가을이라 밤이 더 길어져 그래 괜찮아 잘 지내는 듯해 너는 모르겠지만 lalala 내겐 아픈 기억이 아냐 넌 나에게 넌 얼마나 lalala 수많은 밤을 새우며 너를 사랑했을까 지금은 멀어졌어도 그 시간들이 다시 오진 않아도 네가 참 좋아하던 그 노래도 함께 보던 하늘도 남아있어 나에게 넌 널 보고 싶다면 좀 이기적인 걸까 네가 정말 그리운 걸까 아니면 좀 외로운 걸까 지금 내가 널 만나 너를 부르면 너는 날 다시 안아줄까 지금은 멀어졌어도 그 시간들이 다시 오진 않을까 네가 참 좋아하던 노랠 듣고 함께 보던 모든 게 남아있어 나에게 넌
20171016	비투비	그리워하다	male	발라드	4	정일훈	이든 (EDEN)	큐브엔터테인먼트	My life is incomplete It’s Missing you 오늘도 하루를 보내 다를 게 없이 하나도 안 어색해 혼자 있는 게 너 없인 안될 것 같던 내가 이렇게 살아 근데 좀 허전해 난 여전히 거기 있나 봐 후련하게 다 털어내 다 다 지난 일에 마음 쓰는 게 It’s alright 답이 잘 보이는가 싶다가도 어느새 날 가두는 감옥이 돼 시간은 앞으로만 가는 걸 어째 그 동안 난 아무것도 이룬 것이 없네 아직도 내 마음속엔 너 Oh oh 너를 그리워하다 하루가 다 지났어 너를 그리워하다 일 년이 가버렸어 난 그냥 그렇게 살아 너를 그리워하다 그리워하다 다 괜찮을 거라 되뇌어 봐도 내 하루에 끝엔 또 너로 남아 너 없인 안될 것 같던 내가 이렇게 살아 사실 좀 허전해 넌 여전히 여기 있나 봐 내 마음은 여전해 아직 너를 원해 몇 년이 지나도 난 아직 널 그리워해 난 아직 기억해 우리 처음 봤을 때 네 옷차림과 머리 스타일도 다 정확하게 I pray for you every night and day I hope that someday soon I can see you once again 아직도 내 마음속엔 너 Oh oh 너를 그리워하다 하루가 다 지났어 너를 그리워하다 일 년이 가버렸어 난 그냥 그렇게 살아 너를 그리워하다 그리워하다 잠에서 깨어 헝클어진 머리처럼 내 일상도 꽤나 엉망이 돼버렸어 책임져 아무렇지 않은 척 드리워진 표정도 내 모든 곳에 스며든 네 흔적도 다 책임져 아직도 난 잊을 수 없나 봐 다시 돌아와 줘 또다시 같은 엔딩이라 해도 너 너를 그리워하다 하루가 다 지났어 너를 그리워하다 일 년이 가버렸어 너를 잊으려 하다 하루가 지나가도 너를 지우려 하다 일 년이 가버려도 난 그냥 그렇게 살아 너를 그리워하다 그리워하다 그리워하다 그리워하다
20171016	하이라이트 (Highlight)	어쩔 수 없지 뭐	male	댄스	16	Good Life	Good Life	어라운드어스이엔티	어쩔 수 없지 뭐 떠나간 걸 애써 붙잡고 있지마 하는 수 없지 뭐 이 시간도 아픔도 결국 지나가니까 Hey 그깟 사랑에 목 메이며 살고 싶진 않아 I love my self 무엇보다 소중한 나잖아 안 맞는 걸 억지로 맞추고 싶진 않아 난 아직 내 멋대로인 게 좋으니까 시간은 나를 지나쳐 갔지만 왜 아직 그 때에 머무르려 해 되돌리기엔 너무 늦어버린 기억은 이제 하늘 위로 어쩔 수 없지 뭐 떠나간 걸 애써 붙잡고 있지마 하는 수 없지 뭐 이 시간도 아픔도 결국 지나가니까 Hey 오늘도 곧 어제가 돼 언젠가는 추억이 될 거야 웃으며 다 보내줄래 이 시간도 아픔도 결국 지나가니까 Hey 다 좋을 수도 없고 다 나쁠 수도 없어 매일 반복되는 하루가 특별할 순 없어 일어나지도 않은 걸 왜 걱정하고 있어 지금 이 순간에도 저 해는 저물고 있어 시간은 나를 지나쳐 갔지만 왜 아직 그 때에 머무르려 해 되돌리기엔 너무 늦어버린 기억은 이제 하늘 위로 어쩔 수 없지 뭐 떠나간 걸 애써 붙잡고 있지마 하는 수 없지 뭐 이 시간도 아픔도 결국 지나가니까 Hey 오늘도 곧 어제가 돼 언젠가는 추억이 될 거야 웃으며 다 보내줄래 이 시간도 아픔도 결국 지나가니까 Hey 시간을 따라 어른이 됐지만 난 아직 모든 게 서툴기만 해 세상이 때론 너무나 밉지만 그래도 살아가려 해 크게 웃어보려 해 어쩔 수 없지 뭐 떠나간 걸 애써 붙잡고 있지마 하는 수 없지 뭐 이 시간도 아픔도 결국 지나가니까 Hey 오늘도 곧 어제가 돼 언젠가는 추억이 될 거야 웃으며 다 보내줄래 이 시간도 아픔도 결국 지나가니까 Hey
20171030	TWICE (트와이스)	LIKEY	female	댄스	3	전군	전군	(주)JYP엔터테인먼트	설렌다 Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 Heart Heart Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 자꾸 드러내고 싶지 자꾸만 사소한 것 하나까지 전부다 작은 화면 속에 내가 제일 예뻐 보이고파 아직은 감춰 이런 내 마음 꾹꾹 멋 부린다는 건 정말 귀찮은 거 그렇다고 절대 대충할 수가 없는걸 매일 가슴 뛰게 해 이건 네가 몰라야만 돼 그러면서 뻔뻔하게 BB크림 파파파 립스틱을 맘맘마 카메라에 담아볼까 예쁘게 이거 보면 웃어줘 그리고 꼭 눌러줘 저 밑에 앙증맞고 새빨간 Heart Heart 근데 좋아요란 말은 뻔해 내 맘 표현하기엔 부족한데 근데 좋아요 잠도 못 자도 지각하게 돼도 좋은걸 설렌다 Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 Heart Heart Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 Heart Heart 숨을 훕 참아 지퍼를 올리게 다시 한번 허리를 훕 으라차차차 다 입었다 Baby 세상엔 예쁜 옷이 너무나도 많고 많아 BB크림 파파파 립스틱을 맘맘마 카메라에 담아볼까 예쁘게 이거 보면 웃어줘 그리고 꼭 눌러줘 저 밑에 앙증맞고 새빨간 Heart Heart 근데 좋아요란 말은 뻔해 내 맘 표현하기엔 부족한데 근데 좋아요 잠도 못 자도 지각하게 돼도 좋은걸 그저 바라보고 있지 아무 말도 할 수 없지 조금만 더 다가와요 내 맘 알아줘요 더 이상 감추고만 싶지 않아 오늘따라 기분이 꿀꿀해 안 그런척해 봐도 슬프냬 아무 반응 없는 너 땜에 삐졌는데 눈치 없이 친구들이 나오라고 부르네 Oh 잠깐만 잠깐만 연락이 이제야 오는걸 Woo 하루종일 기분이 왔다 갔다 울다가도 다시 신나서 춤추네 설렌다 Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 Heart Heart Me Likey Me Likey Likey Likey Me Likey Likey Likey 두근두근두근 Heart Heart
20171107	EXID	덜덜덜	female	댄스	30	V!VE	V!VE	바나나컬쳐	알아먹게 Talk 해 다리 떨지 말고 왜 아무 말이나 해 그건 어디 말이니 어버버 Uh 어버버버버버 어버버 떨리는 동공 더더더덜 머리 굴리는 소리 안 나게 좀 해봐 다 티가 나 기가 차 뭐가 그리 찔리나 지금 웃음이 나와 아 짜증나게 내가 뭘 했다고 네 머리 다리 팔이 떨려 덜덜덜 Yeah 도둑마냥 제 발 저렸지 막 쥐 잡듯이 잡아주지 난 What you what you wanna do right now How stupid little dumb dumb stop now 거짓말 다 네가 속인거래 한번 하면 또 한대 버릇돼서 결국 끝난대 옆에선 다 내가 미친 거래 너만 속아주고 다 주고 다 주고 하지마 자꾸만 나를 더 미치게 만들지마 그렇게 깊게 가지마 더이상 밀어내기 싫다면 Why don't you 쉿 ma baby Why don't you 쉿 ma baby Why don't you 쉿 ma baby 이게 진짜 마지막이야 말해봐 미안하다면서 뭐가 미안한데 미안하다매 다 네 탓이었다매 똑같네 그냥 그동안 네가 한 모든 사과 기분 참 뭐 같네 그럼 난 뭐가 돼 아 참내 이제 난 힘들어 그만할래 내가 어쩌길 바래 나한테 정말 이럼 안돼 앞에선 내가 못되게 해도 결국 속아주고 다 주고 다 주고 하지마 자꾸만 나를 더 미치게 만들지마 그렇게 깊게 가지마 더이상 밀어내기 싫다면 Why don't you 쉿 ma baby Your Lips 덜덜덜덜 Your Eyes 덜덜덜덜 네 머리 허리 다리 모두 다 Your Lips 덜덜덜덜 Your Eyes 덜덜덜덜 네 머리 허리 다리 모두 다 하지마 자꾸만 나를 더 미치게 만들지마 그렇게 깊게 가지마 더이상 밀어내기 싫다면 Why don't you 쉿 ma baby
